@RELATION Points

@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE z NUMERIC
@ATTRIBUTE w NUMERIC
@ATTRIBUTE t NUMERIC

@DATA
1.17 , 1.89 , 3.22 , 1.06 , 7.19
12.65 , 6.04 , 5.21 , 4.18 , 5.02
1.01 , 1.83 , 3.24 , 1.01 , 6.56
4.99 , 9.02 , 10.76 , 9.96 , 11.69
7.05 , 0.93 , 8.93 , 10.72 , 3.03
11.78 , 5.92 , 4.94 , 3.65 , 5.12
8.04 , 4.32 , 7.55 , 6.65 , 8.81
6.98 , 0.71 , 9.08 , 10.99 , 3.21
11.77 , 6.10 , 5.12 , 4.10 , 5.17
12.01 , 5.80 , 5.09 , 3.77 , 5.14
11.81 , 6.06 , 5.48 , 3.92 , 4.87
0.80 , 1.73 , 3.13 , 1.08 , 6.94
7.18 , 1.07 , 8.93 , 10.95 , 3.41
0.60 , 2.12 , 3.23 , 0.70 , 7.07
12.20 , 6.15 , 4.62 , 4.29 , 4.89
7.75 , 4.33 , 8.44 , 6.99 , 8.77
7.18 , 0.99 , 9.10 , 11.11 , 2.68
10.10 , 8.34 , 0.80 , 5.00 , 9.90
7.76 , 3.64 , 8.00 , 6.89 , 9.06
11.93 , 6.12 , 5.37 , 3.98 , 5.26
