Counting cache functions... Output every 1 seconds.
TIME         HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB
15:33:38     2093     7541    18648    21.7%            6      15039
15:33:39     2026    34688    14687     5.5%            6      15034
15:33:40     2045    12544    15427    14.0%            6      15057
15:33:41     2012        0    15210   100.0%            6      15056
15:33:42     2026        0    18617   100.0%            6      15055
15:33:43     2028    37437    12506     5.1%            6      15036
15:33:44     2064    10944    15975    15.9%            6      15059
15:33:45     2055        0    24656   100.0%            6      15047
15:33:46     2041        0    19916   100.0%            6      15057
15:33:47     3029    35937    18808     7.8%            6      15061
15:33:48     2062     7808    18111    20.9%            6      15041
15:33:49     2031        0    16400   100.0%            6      15044
15:33:50     1985    41824    14117     4.5%            6      15053
15:33:51     2039     6367    19404    24.3%            6      15059
15:33:52     2013        2    17747    99.9%            6      15056
15:33:53     2046        0    17886   100.0%            6      15059
15:33:54     2059    43775    16414     4.5%            6      15054
15:33:55     2021     3680    14806    35.4%            6      15060
15:33:56     2043        0    19561   100.0%            6      15059
15:33:57     2028    45055    15248     4.3%            6      15075
15:33:58     2053     2271    14928    47.5%            6      15057
15:33:59     1999        0    11190   100.0%            6      15069
15:34:00     2005        0    11941   100.0%            6      15059
15:34:01     1964      833    10972    70.2%            6      15065
15:34:02     1972    44193     9606     4.3%            6      15067
15:34:03     1966        0     8627   100.0%            6      15062
15:34:04     1996        0     9922   100.0%            6      15067
15:34:05     2022        0    18773   100.0%            6      15065
15:34:06     1914     5504    11313    25.8%            6      15069
15:34:07     2069    35133     8422     5.6%            6      15083
15:34:08     1971        0     8515   100.0%            6      15082
15:34:09     1987        0    12986   100.0%            6      15067
15:34:10     2157        6     7761    99.7%            6      15083
15:34:11     2125        4    11606    99.8%            6      15087
15:34:12     2012    10052     6728    16.7%            6      15091
15:34:13     2040    20131     7083     9.2%            6      15093
15:34:15     2127        3    10462    99.9%            6      15093
15:34:16     2126        6    15903    99.7%            6      15094
15:34:17     2048     4707     9267    30.3%            6      15097
15:34:18     2847    27779    12719     9.3%            6      15100
15:34:19     2118        6    13381    99.7%            6      15101
15:34:20     2004        4    13087    99.8%            6      15099
15:34:21     1987    17808    10609    10.0%            6      15104
15:34:22     1986    31584    11265     5.9%            6      15110
15:34:23     1956        0    10485   100.0%            6      15110
15:34:24     1938        0     9697   100.0%            6      15108
15:34:25     2183        8    12497    99.6%            6      15110
15:34:26     2101        0    13354   100.0%            6      15108
15:34:27     1967    19744    10143     9.1%            6      15114
15:34:28     2005    25504    10297     7.3%            6      15118
15:34:29     1959        0    12090   100.0%            6      15115
15:34:30     1987        0    15206   100.0%            6      15117
15:34:31     1970        0    10135   100.0%            6      15116
15:34:32     1939    26784    10763     6.8%            6      15122
15:34:33     2001    21536     8405     8.5%            6      15122
15:34:34     1975        0     9348   100.0%            6      15123
15:34:35     1985        2    15053    99.9%            6      15123
15:34:36     1987        0    15473   100.0%            6      15121
15:34:37     1989        0    14004   100.0%            6      15122
15:34:38     1969    30592     9769     6.0%            6      15106
15:34:39     2004    17183    13052    10.4%            6      15090
15:34:40     1953        2     7237    99.9%            6      15089
15:34:41     1966        0     8785   100.0%            6      15086
15:34:42     2004        0    14462   100.0%            6      15096
15:34:43     1984        0    16830   100.0%            6      15087
15:34:44     1993    34688    16669     5.4%            6      15108
15:34:45     2011    13886     8545    12.7%            6      15089
15:34:46     1953        0     9128   100.0%            6      15112
